========================================
Enhanced Git Staging Monitor Started: Tue Oct 28 00:33:11 CDT 2025
========================================

=== BASELINE CAPTURE (at startup) ===
mmaruthurnew     81403   0.0  0.2 409506880  52512 s002  S+    4:25PM   0:00.15 node /Users/mmaruthurnew/Desktop/medical-practice-workspace/local-instances/mcp-servers/git-assistant-mcp-server/dist/server.js


=== FILE ACCESS ANALYSIS ===
--- Processes accessing .git/index ---

--- Processes accessing .git directory ---

--- Recent file system events (fsevents) ---
Timestamp               Ty Process[PID:TID]
2025-10-31 16:24:55.982 Df symptomsd[245:153f162] [com.apple.symptomsd:analytics] entry: Sun Oct 12 10:12:17 2025 com.github.Electron.helper:com.github.Electron.helper:(null)       121608       106486            0            0   0   0
2025-10-31 16:25:00.701 Df com.cisco.anyconnect.macos.acsockext[21822:15425dd] [com.apple.networkextension:] (1534884791): New flow: NEFlow type = datagram, app = com.microsoft.VSCode.helper, name = telemetry.individual.githubcopilot.com, 10.5.0.2:0 <-> 100.64.0.2:53, filter_id = D89B5B5D-793C-4940-6475-0002BE3D0A02, interface = utun6(bound)
2025-10-31 16:25:00.701 Df com.cisco.anyconnect.macos.acsockext[21822:15425dd] [com.apple.networkextension:] (1851295996): New flow: NEFlow type = datagram, app = com.microsoft.VSCode.helper, name = telemetry.individual.githubcopilot.com, 10.5.0.2:0 <-> 100.64.0.2:53, filter_id = D89B5B5D-793C-4940-6475-0002C13D0A02, interface = utun6(bound)
2025-10-31 16:25:00.756 Df com.cisco.anyconnect.macos.acsockext[21822:15425de] [com.apple.networkextension:] (3666438328): New flow: NEFlow type = datagram, app = com.microsoft.VSCode.helper, name = glb-db52c2cf8be544.github.com, 10.5.0.2:0 <-> 100.64.0.2:53, filter_id = D89B5B5D-793C-4940-6475-0002D03D0A02, interface = utun6(bound)
2025-10-31 16:25:08.896 Df com.cisco.anyconnect.macos.acsockext[21822:15425de] [com.apple.networkextension:] (1137534734): New flow: NEFlow type = datagram, app = com.microsoft.VSCode.helper, name = api.github.com, 10.5.0.2:0 <-> 100.64.0.2:53, filter_id = D89B5B5D-793C-4940-6475-0002B2410A02, interface = utun6(bound)
2025-10-31 16:25:08.897 Df com.cisco.anyconnect.macos.acsockext[21822:1542771] [com.apple.networkextension:] (1636705850): New flow: NEFlow type = datagram, app = com.microsoft.VSCode.helper, name = api.github.com, 10.5.0.2:0 <-> 100.64.0.2:53, filter_id = D89B5B5D-793C-4940-6475-0002B3410A02, interface = utun6(bound)
2025-10-31 16:25:10.417 Df com.cisco.anyconnect.macos.acsockext[21822:15425de] [com.apple.networkextension:] (3315288508): New flow: NEFlow type = datagram, app = com.microsoft.VSCode.helper, name = education.github.com, 10.5.0.2:0 <-> 100.64.0.2:53, filter_id = D89B5B5D-793C-4940-6475-00023D420A02, interface = utun6(bound)
2025-10-31 16:25:10.418 Df com.cisco.anyconnect.macos.acsockext[21822:1542260] [com.apple.networkextension:] (1150339361): New flow: NEFlow type = datagram, app = com.microsoft.VSCode.helper, name = education.github.com, 10.5.0.2:0 <-> 100.64.0.2:53, filter_id = D89B5B5D-793C-4940-6475-000240420A02, interface = utun6(bound)
2025-10-31 16:25:11.092 E  kernel[0:1542a2c] (Sandbox) Sandbox: com.apple.quicklook.ThumbnailsAg(75174) deny(1) file-read-data /Users/mmaruthurnew/Desktop/medical-practice-workspace/start-git-session.sh
2025-10-31 16:25:11.107 E  kernel[0:1542a2d] (Sandbox) Sandbox: com.apple.quicklook.ThumbnailsAg(75174) deny(1) file-read-data /Users/mmaruthurnew/Desktop/medical-practice-workspace/enable-git-tracing.sh
2025-10-31 16:25:11.194 Df com.cisco.anyconnect.macos.acsockext[21822:1542771] [com.apple.networkextension:] (468882431): New flow: NEFlow type = datagram, app = com.microsoft.VSCode.helper, name = copilot-telemetry.githubusercontent.com, 10.5.0.2:0 <-> 100.64.0.2:53, filter_id = D89B5B5D-793C-4940-6475-0002C4420A02, interface = utun6(bound)
2025-10-31 16:25:11.194 Df com.cisco.anyconnect.macos.acsockext[21822:1542771] [com.apple.networkextension:] (1879437544): New flow: NEFlow type = datagram, app = com.microsoft.VSCode.helper, name = copilot-telemetry.githubusercontent.com, 10.5.0.2:0 <-> 100.64.0.2:53, filter_id = D89B5B5D-793C-4940-6475-0002C5420A02, interface = utun6(bound)
2025-10-31 16:25:11.455 Df com.cisco.anyconnect.macos.acsockext[21822:1542356] [com.apple.networkextension:] (3350296662): New flow: NEFlow type = datagram, app = com.microsoft.VSCode.helper, name = education.github.com, 10.5.0.2:0 <-> 100.64.0.2:53, filter_id = D89B5B5D-793C-4940-6475-00021C430A02, interface = utun6(bound)
2025-10-31 16:25:11.620 Df com.cisco.anyconnect.macos.acsockext[21822:1542356] [com.apple.networkextension:] (1051466266): New flow: NEFlow type = datagram, app = com.microsoft.VSCode.helper, name = api.individual.githubcopilot.com, 10.5.0.2:0 <-> 100.64.0.2:53, filter_id = D89B5B5D-793C-4940-6475-000236430A02, interface = utun6(bound)
2025-10-31 16:25:11.621 Df com.cisco.anyconnect.macos.acsockext[21822:1542356] [com.apple.networkextension:] (189208702): New flow: NEFlow type = datagram, app = com.microsoft.VSCode.helper, name = api.individual.githubcopilot.com, 10.5.0.2:0 <-> 100.64.0.2:53, filter_id = D89B5B5D-793C-4940-6475-000237430A02, interface = utun6(bound)
2025-10-31 16:25:11.633 Df com.cisco.anyconnect.macos.acsockext[21822:1542356] [com.apple.networkextension:] (2054649588): New flow: NEFlow type = datagram, app = com.microsoft.VSCode.helper, name = telemetry.individual.githubcopilot.com, 10.5.0.2:0 <-> 100.64.0.2:53, filter_id = D89B5B5D-793C-4940-6475-00024A430A02, interface = utun6(bound)
2025-10-31 16:25:11.646 Df com.cisco.anyconnect.macos.acsockext[21822:15425de] [com.apple.networkextension:] (1397761297): New flow: NEFlow type = datagram, app = com.microsoft.VSCode.helper, name = copilot-telemetry.githubusercontent.com, 10.5.0.2:0 <-> 100.64.0.2:53, filter_id = D89B5B5D-793C-4940-6475-000263430A02, interface = utun6(bound)
2025-10-31 16:25:34.169 Df log[81703:15431ab] [com.apple.log:] log run noninteractively, parent: 10481 (bash), args: 'log' 'show' '--predicate' 'eventMessage contains "git"' '--last' '2m' '--style' 'compact'


=== VS CODE EXTENSION ANALYSIS ===
--- Installed Extensions (git-related) ---

--- All Installed Extensions ---
anthropic.claude-code
bierner.markdown-mermaid
openai.chatgpt


=== NETWORK ACTIVITY ===
--- VS Code Network Connections ---
Code\x20H 81083 mmaruthurnew   18u  IPv4 0xe1938a4610e4c92b      0t0  TCP 10.5.0.2:56405->13.107.5.93:https (ESTABLISHED)
Code\x20H 81083 mmaruthurnew   23u  IPv4 0xe1938a4610934283      0t0  TCP 10.5.0.2:56414->140.82.114.21:https (ESTABLISHED)
Code\x20H 81083 mmaruthurnew   25u  IPv4 0xe1938a4619732b93      0t0  TCP 10.5.0.2:56409->13.107.213.41:https (ESTABLISHED)
Code\x20H 81083 mmaruthurnew   26u  IPv4 0xe1938a461968ab93      0t0  TCP 10.5.0.2:56410->140.82.114.5:https (ESTABLISHED)
Code\x20H 81083 mmaruthurnew   27u  IPv4 0xe1938a46196866c3      0t0  TCP 10.5.0.2:56419->20.42.73.28:https (ESTABLISHED)
Code\x20H 81083 mmaruthurnew   28u  IPv4 0xe1938a46109314a3      0t0  TCP 10.5.0.2:56426->140.82.114.5:https (ESTABLISHED)
Code\x20H 81083 mmaruthurnew   29u  IPv4 0xe1938a461972cfd3      0t0  TCP 10.5.0.2:56430->150.171.73.16:https (ESTABLISHED)
Code\x20H 81083 mmaruthurnew   30u  IPv4 0xe1938a4610e2492b      0t0  TCP 10.5.0.2:56449->13.107.246.41:https (ESTABLISHED)
Code\x20H 81083 mmaruthurnew   31u  IPv4 0xe1938a4619687db3      0t0  TCP 10.5.0.2:56441->140.82.114.21:https (ESTABLISHED)
Code\x20H 81173 mmaruthurnew   30u  IPv4 0xe1938a46109ea01b      0t0  TCP 127.0.0.1:22549 (LISTEN)
Code\x20H 81173 mmaruthurnew   36u  IPv4 0xe1938a462906eb93      0t0  TCP 127.0.0.1:22549->127.0.0.1:56521 (ESTABLISHED)
Code\x20H 81173 mmaruthurnew   37u  IPv4 0xe1938a46108f6b93      0t0  TCP 10.5.0.2:57107->140.82.113.22:https (ESTABLISHED)
Code\x20H 81173 mmaruthurnew   49u  IPv4 0xe1938a46109eab93      0t0  TCP 10.5.0.2:56471->140.82.114.5:https (ESTABLISHED)
Code\x20H 81173 mmaruthurnew   53u  IPv4 0xe1938a4610ea2b93      0t0  TCP 10.5.0.2:56479->140.82.113.22:https (ESTABLISHED)


=== SHELL HISTORY ANALYSIS ===
--- Recent commands (current shell) ---

--- Recent git commands (bash history) ---


=== SYSTEM STATE ===
--- System Load ---
16:25  up 23 days,  5:43, 2 users, load averages: 3.63 3.48 3.13

--- Memory Pressure ---
Mach Virtual Memory Statistics: (page size of 16384 bytes)
Pages free:                               11940.
Pages active:                            355882.
Pages inactive:                          349874.
Pages speculative:                         5328.
Pages throttled:                              0.
Pages wired down:                        172556.
Pages purgeable:                            859.
"Translation faults":                7929065014.
Pages copy-on-write:                  240917733.

--- Open File Descriptors (VS Code) ---
     175


=== CONFIGURATION ANALYSIS ===
--- Workspace Git Settings ---
    "git.ignoreLimitWarning": true,
    "git.enabled": false,
        "**/.git/**": true,
        "**/.git/objects/**": true,
        "**/.git/index*": true
        "**/.git": true

--- Git Config (relevant settings) ---

========================================

=== AUTO-RECOVERY ===
Auto-unstaging files at 2025-10-31 16:25:30...
Files unstaged automatically.

[16:25:52] Git index modified (mtime changed from 1761945937 to 0)
  Staged files:        0
  Process accessing: 
[16:25:54] Git index modified (mtime changed from 0 to 1761945937)
  Staged files:        0
  Process accessing: 
[16:25:59] Still monitoring... (no mass staging detected)
[16:27:00] Still monitoring... (no mass staging detected)
[16:28:02] Still monitoring... (no mass staging detected)
[16:29:04] Still monitoring... (no mass staging detected)
[16:30:06] Still monitoring... (no mass staging detected)
[16:31:08] Still monitoring... (no mass staging detected)
[16:32:09] Still monitoring... (no mass staging detected)
[16:33:11] Still monitoring... (no mass staging detected)
[16:34:13] Still monitoring... (no mass staging detected)
[16:35:15] Still monitoring... (no mass staging detected)
[16:36:16] Still monitoring... (no mass staging detected)
[16:37:18] Still monitoring... (no mass staging detected)
[16:38:20] Still monitoring... (no mass staging detected)
[16:39:22] Still monitoring... (no mass staging detected)
[16:40:24] Still monitoring... (no mass staging detected)
[16:41:25] Still monitoring... (no mass staging detected)
[16:42:27] Still monitoring... (no mass staging detected)
[16:43:29] Still monitoring... (no mass staging detected)
[16:44:31] Still monitoring... (no mass staging detected)
[16:45:26] Git index modified (mtime changed from 1761945937 to 1761947126)
  Staged files:        0
  Process accessing: 
[16:45:33] Still monitoring... (no mass staging detected)
[16:45:35] Git index modified (mtime changed from 1761947126 to 0)
  Staged files:     8717
  Process accessing: 

!!! MASS STAGING DETECTED - INCIDENT #7 !!!
Timestamp: 2025-10-31 16:45:37
Deleted files staged: 8717
========================================

=== GIT STATE ANALYSIS ===
--- Git Status (first 30 files) ---
D  .arch-decision-patterns.json
D  .claude/agents/arc-decision.md
D  .claude/agents/mcp-config-guardian.md
D  .claude/agents/test-agent.md
D  .claude/commands/README-MCP-SWITCHING.md
D  .claude/commands/git.md
D  .claude/commands/mcp-current.md
D  .claude/commands/mcp-dev.md
D  .claude/commands/mcp-list.md
D  .claude/commands/mcp-minimal.md
D  .claude/commands/mcp-practice.md
D  .claude/commands/mcp-research.md
D  .claude/commands/start.md
D  .claude/skills/promote-goal-workflow.md
D  .claude/skills/weekly-goal-review.md
D  .gitignore
D  .smart-file-organizer-rules.json
D  GIT-MONITORING-GUIDE.md
D  GIT_COMMAND_CHEAT_SHEET.md
D  GIT_SAFETY_INCIDENT_2025-10-26.md
D  GIT_SAFETY_INCIDENT_2025-10-26_RECURRENCE.md
D  GIT_SAFETY_INCIDENT_2025-10-26_THIRD_OCCURRENCE.md
D  MULTI-SESSION-GIT-WORKFLOW.md
D  QUICK-REFERENCE-SESSIONS.md
D  README.md
D  SECURITY_BEST_PRACTICES.md
D  SETUP-MULTI-CLAUDE-WORKTREES.md
D  START-MONITORING-NOW.md
D  WORKSPACE_GUIDE.md
D  archive/.file-organizer-rules.json

--- Git Index Stats ---

--- Recently Modified in .git ---
.git/index 2

--- Git Reflog (last 10) ---
5c1df1d HEAD@{0}: commit: feat: complete workspace-brain MCP Phase 1.1 with cache bug fixes
e7e9386 HEAD@{1}: commit: docs: add project management MCP server template documentation
4934efe HEAD@{2}: commit: feat: add active projects in development
ce5f626 HEAD@{3}: commit: feat: add MCP server development project structure
7be91bb HEAD@{4}: commit: feat: add workspace configuration examples
e75de67 HEAD@{5}: commit: feat: add test-agent subagent definition
5475284 HEAD@{6}: commit: feat: add MCP workspace switching slash commands
966a980 HEAD@{7}: commit: chore: update .gitignore for agent logs and archived workflows
db1ef0d HEAD@{8}: commit: feat: add agent suggestion to prepare_spec_handoff tool
f5ddbe6 HEAD@{9}: checkout: moving from feature/phase4-parallelization-analyzer to feature/phase4-spec-handoff


=== PROCESS ANALYSIS ===
--- All VS Code Processes (detailed) ---
mmaruthurnew     88346   0.1  0.4 1864860000  88112   ??  S     4:45PM   0:00.55 /private/var/folders/g4/3vygdqrs053_7lxj_r82dd1w0000gp/T/AppTranslocation/AF81AB40-3F24-4806-8EAD-C82E4688FB8E/d/Visual Studio Code 2.app/Contents/Frameworks/Code Helper.app/Contents/MacOS/Code Helper --type=utility --utility-sub-type=node.mojom.NodeService --lang=en-US --service-sandbox-type=none --user-data-dir=/Users/mmaruthurnew/Library/Application Support/Code --standard-schemes=vscode-webview,vscode-file --enable-sandbox --secure-schemes=vscode-webview,vscode-file --cors-schemes=vscode-webview,vscode-file --fetch-schemes=vscode-webview,vscode-file --service-worker-schemes=vscode-webview --code-cache-schemes=vscode-webview,vscode-file --shared-files --field-trial-handle=1718379636,r,3438984588134686652,3223025536587894609,262144 --enable-features=DocumentPolicyIncludeJSCallStacksInCrashReports,EarlyEstablishGpuChannel,EstablishGpuChannelAsync --disable-features=CalculateNativeWinOcclusion,FontationsLinuxSystemFonts,MacWebContentsOcclusion,ScreenAIOCREnabled,SpareRendererForSitePerProcess --variations-seed-version
mmaruthurnew     54511   0.0  0.0 441604432   4000   ??  S    Tue10PM   0:00.21 /Applications/Wispr Flow.app/Contents/Frameworks/Electron Framework.framework/Helpers/chrome_crashpad_handler --no-rate-limit --monitor-self-annotation=ptype=crashpad-handler --database=/Users/mmaruthurnew/Library/Application Support/Wispr Flow/Crashpad --url=https://f.a.k/e --annotation=_productName=Wispr Flow --annotation=_version=1.3.553 --annotation=plat=OS X --annotation=prod=Electron --annotation=ver=38.2.1 --handshake-fd=18
mmaruthurnew     99772   0.0  0.0 441604560   4704   ??  S    Tue12AM   0:00.33 /var/folders/g4/3vygdqrs053_7lxj_r82dd1w0000gp/T/AppTranslocation/AF81AB40-3F24-4806-8EAD-C82E4688FB8E/d/Visual Studio Code 2.app/Contents/Frameworks/Electron Framework.framework/Helpers/chrome_crashpad_handler --no-rate-limit --monitor-self-annotation=ptype=crashpad-handler --database=/Users/mmaruthurnew/Library/Application Support/Code/Crashpad --url=appcenter://code?aid=de75e3cc-e22f-4f42-a03f-1409c21d8af8&uid=8f3e5a43-adac-4917-ab14-31b4c385b378&iid=8f3e5a43-adac-4917-ab14-31b4c385b378&sid=8f3e5a43-adac-4917-ab14-31b4c385b378 --annotation=_companyName=Microsoft --annotation=_productName=VSCode --annotation=_version=1.104.3 --annotation=plat=OS X --annotation=prod=Electron --annotation=ver=37.3.1 --handshake-fd=20
mmaruthurnew     45507   0.0  0.0 441865296   6448   ??  S    11Oct25   0:58.17 /Applications/Cursor.app/Contents/Frameworks/Cursor Helper.app/Contents/MacOS/Cursor Helper --type=utility --utility-sub-type=audio.mojom.AudioService --lang=en-US --service-sandbox-type=audio --message-loop-type-ui --user-data-dir=/Users/mmaruthurnew/Library/Application Support/Cursor --standard-schemes=vscode-webview,vscode-file --enable-sandbox --secure-schemes=vscode-webview,vscode-file --cors-schemes=vscode-webview,vscode-file --fetch-schemes=vscode-webview,vscode-file --service-worker-schemes=vscode-webview --code-cache-schemes=vscode-webview,vscode-file --shared-files --field-trial-handle=1718379636,r,2243344376884166865,16824860225826948770,262144 --enable-features=DocumentPolicyIncludeJSCallStacksInCrashReports --disable-features=CalculateNativeWinOcclusion,MacWebContentsOcclusion,PlzDedicatedWorker,SpareRendererForSitePerProcess --variations-seed-version --seatbelt-client=97
mmaruthurnew     45341   0.0  0.1 441918752  13808   ??  S    11Oct25   1:27.28 /Applications/Cursor.app/Contents/Frameworks/Cursor Helper.app/Contents/MacOS/Cursor Helper --type=utility --utility-sub-type=network.mojom.NetworkService --lang=en-US --service-sandbox-type=network --user-data-dir=/Users/mmaruthurnew/Library/Application Support/Cursor --standard-schemes=vscode-webview,vscode-file --enable-sandbox --secure-schemes=vscode-webview,vscode-file --cors-schemes=vscode-webview,vscode-file --fetch-schemes=vscode-webview,vscode-file --service-worker-schemes=vscode-webview --code-cache-schemes=vscode-webview,vscode-file --shared-files --field-trial-handle=1718379636,r,2243344376884166865,16824860225826948770,262144 --enable-features=DocumentPolicyIncludeJSCallStacksInCrashReports --disable-features=CalculateNativeWinOcclusion,MacWebContentsOcclusion,PlzDedicatedWorker,SpareRendererForSitePerProcess --variations-seed-version --seatbelt-client=25
mmaruthurnew     45338   0.0  0.0 441596096    832   ??  S    11Oct25   0:01.18 /Applications/Cursor.app/Contents/Frameworks/Electron Framework.framework/Helpers/chrome_crashpad_handler --no-rate-limit --monitor-self-annotation=ptype=crashpad-handler --database=/Users/mmaruthurnew/Library/Application Support/Cursor/Crashpad --url=https://f.a.k/e --annotation=_productName=Cursor --annotation=_version=1.7.39 --annotation=plat=OS X --annotation=prod=Electron --annotation=ver=34.5.8 --handshake-fd=24
